"CODE","ACCPDX","STRAGE","ENDAGE","SEX","PDX_LEVEL","BK1","BK2"
"M6619","True",0,200,"12",0,"",""
"M662","True",0,200,"12",0,"",""
"M6620","True",0,200,"12",0,"",""
"M6621","True",0,200,"12",0,"",""
"M6622","True",0,200,"12",0,"",""
"M6623","True",0,200,"12",0,"",""
"M6624","True",0,200,"12",0,"",""
"M6625","True",0,200,"12",0,"",""
"M6626","True",0,200,"12",0,"",""
"M6627","True",0,200,"12",0,"",""
"M6628","True",0,200,"12",0,"",""
"M6629","True",0,200,"12",0,"",""
"M663","True",0,200,"12",0,"",""
"M6630","True",0,200,"12",0,"",""
"M6631","True",0,200,"12",0,"",""
"M6632","True",0,200,"12",0,"",""
"M6633","True",0,200,"12",0,"",""
"M6634","True",0,200,"12",0,"",""
"M6635","True",0,200,"12",0,"",""
"M6636","True",0,200,"12",0,"",""
"M6637","True",0,200,"12",0,"",""
"M6638","True",0,200,"12",0,"",""
"M6639","True",0,200,"12",0,"",""
"M664","True",0,200,"12",0,"",""
"M6640","True",0,200,"12",0,"",""
"M6641","True",0,200,"12",0,"",""
"M6642","True",0,200,"12",0,"",""
"M6643","True",0,200,"12",0,"",""
"M6644","True",0,200,"12",0,"",""
"M6645","True",0,200,"12",0,"",""
"M6646","True",0,200,"12",0,"",""
"M6647","True",0,200,"12",0,"",""
"M6648","True",0,200,"12",0,"",""
"M6649","True",0,200,"12",0,"",""
"M665","True",0,200,"12",0,"",""
"M6650","True",0,200,"12",0,"",""
"M6651","True",0,200,"12",0,"",""
"M6652","True",0,200,"12",0,"",""
"M6653","True",0,200,"12",0,"",""
"M6654","True",0,200,"12",0,"",""
"M6655","True",0,200,"12",0,"",""
"M6656","True",0,200,"12",0,"",""
"M6657","True",0,200,"12",0,"",""
"M6658","True",0,200,"12",0,"",""
"M6659","True",0,200,"12",0,"",""
"M67","True",0,200,"12",0,"",""
"M670","True",0,200,"12",0,"",""
"M671","True",0,200,"12",0,"",""
"M672","True",0,200,"12",0,"",""
"M6729","True",0,200,"12",0,"",""
"M673","True",0,200,"12",0,"",""
"M674","True",0,200,"12",0,"",""
"M678","True",0,200,"12",0,"",""
"M679","True",0,200,"12",0,"",""
"M68","True",0,200,"12",0,"",""
"M680","True",0,200,"12",0,"",""
"M6800","True",0,200,"12",0,"",""
"M6801","True",0,200,"12",0,"",""
"M6802","True",0,200,"12",0,"",""
"M6803","True",0,200,"12",0,"",""
"M6804","True",0,200,"12",0,"",""
"M6805","True",0,200,"12",0,"",""
"M6806","True",0,200,"12",0,"",""
"M6807","True",0,200,"12",0,"",""
"M6808","True",0,200,"12",0,"",""
"M6809","True",0,200,"12",0,"",""
"M688","True",0,200,"12",0,"",""
"M70","True",0,200,"12",0,"",""
"M700","True",0,200,"12",0,"",""
"M7000","True",0,200,"12",0,"",""
"M7001","True",0,200,"12",0,"",""
"M7002","True",0,200,"12",0,"",""
"M7003","True",0,200,"12",0,"",""
"M7004","True",0,200,"12",0,"",""
"M7005","True",0,200,"12",0,"",""
"M7006","True",0,200,"12",0,"",""
"M7007","True",0,200,"12",0,"",""
"M7008","True",0,200,"12",0,"",""
"M7009","True",0,200,"12",0,"",""
"M701","True",0,200,"12",0,"",""
"M7010","True",0,200,"12",0,"",""
"M7011","True",0,200,"12",0,"",""
"M7012","True",0,200,"12",0,"",""
"M7013","True",0,200,"12",0,"",""
"M7014","True",0,200,"12",0,"",""
"M7015","True",0,200,"12",0,"",""
"M7016","True",0,200,"12",0,"",""
"M7017","True",0,200,"12",0,"",""
"M7018","True",0,200,"12",0,"",""
"M7019","True",0,200,"12",0,"",""
"M702","True",0,200,"12",0,"",""
"M7020","True",0,200,"12",0,"",""
"M7021","True",0,200,"12",0,"",""
"M7022","True",0,200,"12",0,"",""
"M7023","True",0,200,"12",0,"",""
"M7024","True",0,200,"12",0,"",""
"M7025","True",0,200,"12",0,"",""
"M7026","True",0,200,"12",0,"",""
"M7027","True",0,200,"12",0,"",""
"M7028","True",0,200,"12",0,"",""
"M7029","True",0,200,"12",0,"",""
"M703","True",0,200,"12",0,"",""
"M7030","True",0,200,"12",0,"",""
"M7031","True",0,200,"12",0,"",""
"M7032","True",0,200,"12",0,"",""
"M7033","True",0,200,"12",0,"",""
"M7034","True",0,200,"12",0,"",""
"M7035","True",0,200,"12",0,"",""
"M7036","True",0,200,"12",0,"",""
"M7037","True",0,200,"12",0,"",""
"M7038","True",0,200,"12",0,"",""
"M7039","True",0,200,"12",0,"",""
"M704","True",0,200,"12",0,"",""
"M7040","True",0,200,"12",0,"",""
"M7041","True",0,200,"12",0,"",""
"M7042","True",0,200,"12",0,"",""
"M7043","True",0,200,"12",0,"",""
"M7044","True",0,200,"12",0,"",""
"M7045","True",0,200,"12",0,"",""
"M7046","True",0,200,"12",0,"",""
"M7047","True",0,200,"12",0,"",""
"M7048","True",0,200,"12",0,"",""
"M7049","True",0,200,"12",0,"",""
"M705","True",0,200,"12",0,"",""
"M7050","True",0,200,"12",0,"",""
"M7051","True",0,200,"12",0,"",""
"M7052","True",0,200,"12",0,"",""
"M7053","True",0,200,"12",0,"",""
"M7054","True",0,200,"12",0,"",""
"M7055","True",0,200,"12",0,"",""
"M7056","True",0,200,"12",0,"",""
"M7057","True",0,200,"12",0,"",""
"M7058","True",0,200,"12",0,"",""
"M7059","True",0,200,"12",0,"",""
"M706","True",0,200,"12",0,"",""
"M7060","True",0,200,"12",0,"",""
"M7061","True",0,200,"12",0,"",""
"M7062","True",0,200,"12",0,"",""
"M7063","True",0,200,"12",0,"",""
"M7064","True",0,200,"12",0,"",""
"M7065","True",0,200,"12",0,"",""
"M7066","True",0,200,"12",0,"",""
"M7067","True",0,200,"12",0,"",""
"M7068","True",0,200,"12",0,"",""
"M7069","True",0,200,"12",0,"",""
"M707","True",0,200,"12",0,"",""
"M7070","True",0,200,"12",0,"",""
"M7071","True",0,200,"12",0,"",""
"M7072","True",0,200,"12",0,"",""
"M7073","True",0,200,"12",0,"",""
"M7074","True",0,200,"12",0,"",""
"M7075","True",0,200,"12",0,"",""
"M7076","True",0,200,"12",0,"",""
"M7077","True",0,200,"12",0,"",""
"M7078","True",0,200,"12",0,"",""
"M7079","True",0,200,"12",0,"",""
"M708","True",0,200,"12",0,"",""
"M7080","True",0,200,"12",0,"",""
"M7081","True",0,200,"12",0,"",""
"M7082","True",0,200,"12",0,"",""
"M7083","True",0,200,"12",0,"",""
"M7084","True",0,200,"12",0,"",""
"M7085","True",0,200,"12",0,"",""
"M7086","True",0,200,"12",0,"",""
"M7087","True",0,200,"12",0,"",""
"M7088","True",0,200,"12",0,"",""
"M7089","True",0,200,"12",0,"",""
"M709","True",0,200,"12",0,"",""
"M7090","True",0,200,"12",0,"",""
"M7091","True",0,200,"12",0,"",""
"M7092","True",0,200,"12",0,"",""
"M7093","True",0,200,"12",0,"",""
"M7094","True",0,200,"12",0,"",""
"M7095","True",0,200,"12",0,"",""
"M7096","True",0,200,"12",0,"",""
"M7097","True",0,200,"12",0,"",""
"M7098","True",0,200,"12",0,"",""
"M7099","True",0,200,"12",0,"",""
"M71","True",0,200,"12",0,"",""
"M710","True",0,200,"12",0,"",""
"M7100","True",0,200,"12",0,"",""
"M7101","True",0,200,"12",0,"",""
"M7102","True",0,200,"12",0,"",""
"M7103","True",0,200,"12",0,"",""
"M7104","True",0,200,"12",0,"",""
"M7105","True",0,200,"12",0,"",""
"M7106","True",0,200,"12",0,"",""
"M7107","True",0,200,"12",0,"",""
"M7108","True",0,200,"12",0,"",""
"M7109","True",0,200,"12",0,"",""
"M711","True",0,200,"12",0,"",""
"M7110","True",0,200,"12",0,"",""
"M7111","True",0,200,"12",0,"",""
"M7112","True",0,200,"12",0,"",""
"M7113","True",0,200,"12",0,"",""
"M7114","True",0,200,"12",0,"",""
"M7115","True",0,200,"12",0,"",""
"M7116","True",0,200,"12",0,"",""
"M7117","True",0,200,"12",0,"",""
"M7118","True",0,200,"12",0,"",""
"M7119","True",0,200,"12",0,"",""
"M712","True",0,200,"12",0,"",""
"M7120","True",0,200,"12",0,"",""
"M7121","True",0,200,"12",0,"",""
"M7122","True",0,200,"12",0,"",""
"M7123","True",0,200,"12",0,"",""
"M7124","True",0,200,"12",0,"",""
"M7125","True",0,200,"12",0,"",""
"M7126","True",0,200,"12",0,"",""
"M7127","True",0,200,"12",0,"",""
"M7128","True",0,200,"12",0,"",""
"M7129","True",0,200,"12",0,"",""
"M713","True",0,200,"12",0,"",""
"M7130","True",0,200,"12",0,"",""
"M7131","True",0,200,"12",0,"",""
"M7132","True",0,200,"12",0,"",""
"M7133","True",0,200,"12",0,"",""
"M7134","True",0,200,"12",0,"",""
"M7135","True",0,200,"12",0,"",""
"M7136","True",0,200,"12",0,"",""
"M7137","True",0,200,"12",0,"",""
"M7138","True",0,200,"12",0,"",""
"M7139","True",0,200,"12",0,"",""
"M714","True",0,200,"12",0,"",""
"M7140","True",0,200,"12",0,"",""
"M7141","True",0,200,"12",0,"",""
"M7142","True",0,200,"12",0,"",""
"M7143","True",0,200,"12",0,"",""
"M7144","True",0,200,"12",0,"",""
"M7145","True",0,200,"12",0,"",""
"M7146","True",0,200,"12",0,"",""
"M7147","True",0,200,"12",0,"",""
"M7148","True",0,200,"12",0,"",""
"M7149","True",0,200,"12",0,"",""
"M715","True",0,200,"12",0,"",""
"M7150","True",0,200,"12",0,"",""
"M7151","True",0,200,"12",0,"",""
"M7152","True",0,200,"12",0,"",""
"M7153","True",0,200,"12",0,"",""
"M7154","True",0,200,"12",0,"",""
"M7155","True",0,200,"12",0,"",""
"M7156","True",0,200,"12",0,"",""
"M7157","True",0,200,"12",0,"",""
"M7158","True",0,200,"12",0,"",""
"M7159","True",0,200,"12",0,"",""
"M718","True",0,200,"12",0,"",""
"M7180","True",0,200,"12",0,"",""
"M7181","True",0,200,"12",0,"",""
"M7182","True",0,200,"12",0,"",""
"M7183","True",0,200,"12",0,"",""
"M7184","True",0,200,"12",0,"",""
"M7185","True",0,200,"12",0,"",""
"M7186","True",0,200,"12",0,"",""
"M7187","True",0,200,"12",0,"",""
"M7188","True",0,200,"12",0,"",""
"M7189","True",0,200,"12",0,"",""
"M719","True",0,200,"12",0,"",""
"M7190","True",0,200,"12",0,"",""
"M7191","True",0,200,"12",0,"",""
"M7192","True",0,200,"12",0,"",""
"M7193","True",0,200,"12",0,"",""
"M7194","True",0,200,"12",0,"",""
"M7195","True",0,200,"12",0,"",""
"M7196","True",0,200,"12",0,"",""
"M7197","True",0,200,"12",0,"",""
"M7198","True",0,200,"12",0,"",""
"M7199","True",0,200,"12",0,"",""
"M72","True",0,200,"12",0,"",""
"M720","True",0,200,"12",0,"",""
"M7200","True",1,200,"12",0,"",""
"M7201","True",1,200,"12",0,"",""
"M7202","True",1,200,"12",0,"",""
"M7203","True",1,200,"12",0,"",""
"M7204","True",1,200,"12",0,"",""
"M7205","True",1,200,"12",0,"",""
"M7206","True",1,200,"12",0,"",""
"M7207","True",1,200,"12",0,"",""
"M7208","True",1,200,"12",0,"",""
"M7209","True",1,200,"12",0,"",""
"M721","True",0,200,"12",0,"",""
"M7210","True",0,200,"12",0,"",""
"M7211","True",0,200,"12",0,"",""
"M7212","True",0,200,"12",0,"",""
"M7213","True",0,200,"12",0,"",""
"M7214","True",0,200,"12",0,"",""
"M7215","True",0,200,"12",0,"",""
"M7216","True",0,200,"12",0,"",""
"M7217","True",0,200,"12",0,"",""
"M7218","True",0,200,"12",0,"",""
"M7219","True",0,200,"12",0,"",""
"M722","True",0,200,"12",0,"",""
"M7220","True",0,200,"12",0,"",""
"M7221","True",0,200,"12",0,"",""
"M7222","True",0,200,"12",0,"",""
"M7223","True",0,200,"12",0,"",""
"M7224","True",0,200,"12",0,"",""
"M7225","True",0,200,"12",0,"",""
"M7226","True",0,200,"12",0,"",""
"M7227","True",0,200,"12",0,"",""
"M7228","True",0,200,"12",0,"",""
"M7229","True",0,200,"12",0,"",""
"M723","True",0,200,"12",0,"",""
"M7230","True",0,200,"12",0,"",""
"M7231","True",0,200,"12",0,"",""
"M7232","True",0,200,"12",0,"",""
"M7233","True",0,200,"12",0,"",""
"M7234","True",0,200,"12",0,"",""
"M7235","True",0,200,"12",0,"",""
"M7236","True",0,200,"12",0,"",""
"M7237","True",0,200,"12",0,"",""
"M7238","True",0,200,"12",0,"",""
"M7239","True",0,200,"12",0,"",""
"M724","True",0,200,"12",0,"",""
"M7240","True",0,200,"12",0,"",""
"M7241","True",0,200,"12",0,"",""
"M7242","True",0,200,"12",0,"",""
"M7243","True",0,200,"12",0,"",""
"M7244","True",0,200,"12",0,"",""
"M7245","True",0,200,"12",0,"",""
"M7246","True",0,200,"12",0,"",""
"M7247","True",0,200,"12",0,"",""
"M7248","True",0,200,"12",0,"",""
"M7249","True",0,200,"12",0,"",""
"M725","True",0,200,"12",0,"",""
"M7250","True",0,200,"12",0,"",""
"M7251","True",0,200,"12",0,"",""
"M7252","True",0,200,"12",0,"",""
"M7253","True",0,200,"12",0,"",""
"M7254","True",0,200,"12",0,"",""
"M7255","True",0,200,"12",0,"",""
"M7256","True",0,200,"12",0,"",""
"M7257","True",0,200,"12",0,"",""
"M7258","True",0,200,"12",0,"",""
"M7259","True",0,200,"12",0,"",""
"M728","True",0,200,"12",0,"",""
"M7280","True",0,200,"12",0,"",""
"M7281","True",0,200,"12",0,"",""
"M7282","True",0,200,"12",0,"",""
"M7283","True",0,200,"12",0,"",""
"M7284","True",0,200,"12",0,"",""
"M7285","True",0,200,"12",0,"",""
"M7286","True",0,200,"12",0,"",""
"M7287","True",0,200,"12",0,"",""
"M7288","True",0,200,"12",0,"",""
"M7289","True",0,200,"12",0,"",""
"M729","True",0,200,"12",0,"",""
"M7290","True",0,200,"12",0,"",""
"M7291","True",0,200,"12",0,"",""
"M7292","True",0,200,"12",0,"",""
"M7293","True",0,200,"12",0,"",""
"M7294","True",0,200,"12",0,"",""
"M7295","True",0,200,"12",0,"",""
"M7296","True",0,200,"12",0,"",""
"M7297","True",0,200,"12",0,"",""
"M7298","True",0,200,"12",0,"",""
"M7299","True",0,200,"12",0,"",""
"M73","True",0,200,"12",0,"",""
"M730","True",0,200,"12",0,"",""
"M7300","True",0,200,"12",0,"",""
"M7301","True",0,200,"12",0,"",""
"M7302","True",0,200,"12",0,"",""
"M7303","True",0,200,"12",0,"",""
"M7304","True",0,200,"12",0,"",""
"M7305","True",0,200,"12",0,"",""
"M7306","True",0,200,"12",0,"",""
"M7307","True",0,200,"12",0,"",""
"M7308","True",0,200,"12",0,"",""
"M7309","True",0,200,"12",0,"",""
"M731","True",0,200,"12",0,"",""
"M7310","True",0,200,"12",0,"",""
"M7311","True",0,200,"12",0,"",""
"M7312","True",0,200,"12",0,"",""
"M7313","True",0,200,"12",0,"",""
"M7314","True",0,200,"12",0,"",""
"M7315","True",0,200,"12",0,"",""
"M7316","True",0,200,"12",0,"",""
"M7317","True",0,200,"12",0,"",""
"M7318","True",0,200,"12",0,"",""
"M7319","True",0,200,"12",0,"",""
"M738","True",0,200,"12",0,"",""
"M7380","True",0,200,"12",0,"",""
"M7381","True",0,200,"12",0,"",""
"M7382","True",0,200,"12",0,"",""
"M7383","True",0,200,"12",0,"",""
"M7384","True",0,200,"12",0,"",""
"M7385","True",0,200,"12",0,"",""
"M7386","True",0,200,"12",0,"",""
"M7387","True",0,200,"12",0,"",""
"M7388","True",0,200,"12",0,"",""
"M7389","True",0,200,"12",0,"",""
"M75","True",0,200,"12",0,"",""
"M750","True",1,200,"12",0,"",""
"M751","True",1,200,"12",0,"",""
"M752","True",0,200,"12",0,"",""
"M753","True",1,200,"12",0,"",""
"M754","True",1,200,"12",0,"",""
"M755","True",0,200,"12",0,"",""
"M758","True",0,200,"12",0,"",""
"M759","True",0,200,"12",0,"",""
"M76","True",0,200,"12",0,"",""
"M760","True",0,200,"12",0,"",""
"M7600","True",0,200,"12",0,"",""
"M7601","True",0,200,"12",0,"",""
"M7602","True",0,200,"12",0,"",""
"M7603","True",0,200,"12",0,"",""
"M7604","True",0,200,"12",0,"",""
"M7605","True",0,200,"12",0,"",""
"M7606","True",0,200,"12",0,"",""
"M7607","True",0,200,"12",0,"",""
"M7608","True",0,200,"12",0,"",""
"M7609","True",0,200,"12",0,"",""
"M761","True",0,200,"12",0,"",""
"M7610","True",0,200,"12",0,"",""
"M7611","True",0,200,"12",0,"",""
"M7612","True",0,200,"12",0,"",""
"M7613","True",0,200,"12",0,"",""
"M7614","True",0,200,"12",0,"",""
"M7615","True",0,200,"12",0,"",""
"M7616","True",0,200,"12",0,"",""
"M7617","True",0,200,"12",0,"",""
"M7618","True",0,200,"12",0,"",""
"M7619","True",0,200,"12",0,"",""
"M762","True",0,200,"12",0,"",""
"M7620","True",0,200,"12",0,"",""
"M7621","True",0,200,"12",0,"",""
"M7622","True",0,200,"12",0,"",""
"M7623","True",0,200,"12",0,"",""
"M7624","True",0,200,"12",0,"",""
"M7625","True",0,200,"12",0,"",""
"M7626","True",0,200,"12",0,"",""
"M7627","True",0,200,"12",0,"",""
"M7628","True",0,200,"12",0,"",""
"M7629","True",0,200,"12",0,"",""
"M763","True",0,200,"12",0,"",""
"M7630","True",0,200,"12",0,"",""
"M7631","True",0,200,"12",0,"",""
"M7632","True",0,200,"12",0,"",""
"M7633","True",0,200,"12",0,"",""
"M7634","True",0,200,"12",0,"",""
"M7635","True",0,200,"12",0,"",""
"M7636","True",0,200,"12",0,"",""
"M7637","True",0,200,"12",0,"",""
"M7638","True",0,200,"12",0,"",""
"M7639","True",0,200,"12",0,"",""
"M764","True",0,200,"12",0,"",""
"M7640","True",0,200,"12",0,"",""
"M7641","True",0,200,"12",0,"",""
"M7642","True",0,200,"12",0,"",""
"M7643","True",0,200,"12",0,"",""
"M7644","True",0,200,"12",0,"",""
"M7645","True",0,200,"12",0,"",""
"M7646","True",0,200,"12",0,"",""
"M7647","True",0,200,"12",0,"",""
"M7648","True",0,200,"12",0,"",""
"M7649","True",0,200,"12",0,"",""
"M765","True",0,200,"12",0,"",""
"M7650","True",0,200,"12",0,"",""
"M7651","True",0,200,"12",0,"",""
"M7652","True",0,200,"12",0,"",""
"M7653","True",0,200,"12",0,"",""
"M7654","True",0,200,"12",0,"",""
"M7655","True",0,200,"12",0,"",""
"M7656","True",0,200,"12",0,"",""
"M7657","True",0,200,"12",0,"",""
"M7658","True",0,200,"12",0,"",""
"M7659","True",0,200,"12",0,"",""
"M766","True",0,200,"12",0,"",""
"M7660","True",0,200,"12",0,"",""
"M7661","True",0,200,"12",0,"",""
"M7662","True",0,200,"12",0,"",""
"M7663","True",0,200,"12",0,"",""
"M7664","True",0,200,"12",0,"",""
"M7665","True",0,200,"12",0,"",""
"M7666","True",0,200,"12",0,"",""
"M7667","True",0,200,"12",0,"",""
"M7668","True",0,200,"12",0,"",""
"M7669","True",0,200,"12",0,"",""
"M767","True",0,200,"12",0,"",""
"M7670","True",0,200,"12",0,"",""
"M7671","True",0,200,"12",0,"",""
"M7672","True",0,200,"12",0,"",""
"M7673","True",0,200,"12",0,"",""
"M7674","True",0,200,"12",0,"",""
"M7675","True",0,200,"12",0,"",""
"M7676","True",0,200,"12",0,"",""
"M7677","True",0,200,"12",0,"",""
"M7678","True",0,200,"12",0,"",""
"M7679","True",0,200,"12",0,"",""
"M768","True",0,200,"12",0,"",""
"M7680","True",0,200,"12",0,"",""
"M7681","True",0,200,"12",0,"",""
"M7682","True",0,200,"12",0,"",""
"M7683","True",0,200,"12",0,"",""
"M7684","True",0,200,"12",0,"",""
"M7685","True",0,200,"12",0,"",""
"M7686","True",0,200,"12",0,"",""
"M7687","True",0,200,"12",0,"",""
"M7688","True",0,200,"12",0,"",""
"M7689","True",0,200,"12",0,"",""
"M769","True",0,200,"12",0,"",""
"M7690","True",0,200,"12",0,"",""
"M7691","True",0,200,"12",0,"",""
"M7692","True",0,200,"12",0,"",""
"M7693","True",0,200,"12",0,"",""
"M7694","True",0,200,"12",0,"",""
"M7695","True",0,200,"12",0,"",""
"M7696","True",0,200,"12",0,"",""
"M7697","True",0,200,"12",0,"",""
"M7698","True",0,200,"12",0,"",""
"M7699","True",0,200,"12",0,"",""
"M77","True",0,200,"12",0,"",""
"M770","True",0,200,"12",0,"",""
"M7700","True",0,200,"12",0,"",""
"M7701","True",0,200,"12",0,"",""
"M7702","True",0,200,"12",0,"",""
"M7703","True",0,200,"12",0,"",""
"M7704","True",0,200,"12",0,"",""
"M7705","True",0,200,"12",0,"",""
"M7706","True",0,200,"12",0,"",""
"M7707","True",0,200,"12",0,"",""
"M7708","True",0,200,"12",0,"",""
"M7709","True",0,200,"12",0,"",""
"M771","True",0,200,"12",0,"",""
"M7710","True",0,200,"12",0,"",""
"M7711","True",0,200,"12",0,"",""
"M7712","True",0,200,"12",0,"",""
"M7713","True",0,200,"12",0,"",""
"M7714","True",0,200,"12",0,"",""
"M7715","True",0,200,"12",0,"",""
"M7716","True",0,200,"12",0,"",""
"M7717","True",0,200,"12",0,"",""
"M7718","True",0,200,"12",0,"",""
"M7719","True",0,200,"12",0,"",""
"M772","True",0,200,"12",0,"",""
"M7720","True",0,200,"12",0,"",""
"M7721","True",0,200,"12",0,"",""
"M7722","True",0,200,"12",0,"",""
"M7723","True",0,200,"12",0,"",""
"M7724","True",0,200,"12",0,"",""
"M7725","True",0,200,"12",0,"",""
"M7726","True",0,200,"12",0,"",""
"M7727","True",0,200,"12",0,"",""
"M7728","True",0,200,"12",0,"",""
"M7729","True",0,200,"12",0,"",""
"M773","True",0,200,"12",0,"",""
"M7730","True",0,200,"12",0,"",""
"M7731","True",0,200,"12",0,"",""
"M7732","True",0,200,"12",0,"",""
"M7733","True",0,200,"12",0,"",""
"M7734","True",0,200,"12",0,"",""
"M7735","True",0,200,"12",0,"",""
"M7736","True",0,200,"12",0,"",""
"M7737","True",0,200,"12",0,"",""
"M7738","True",0,200,"12",0,"",""
"M7739","True",0,200,"12",0,"",""
"M774","True",0,200,"12",0,"",""
"M7740","True",0,200,"12",0,"",""
"M7741","True",0,200,"12",0,"",""
"M7742","True",0,200,"12",0,"",""
"M7743","True",0,200,"12",0,"",""
"M7744","True",0,200,"12",0,"",""
"M7745","True",0,200,"12",0,"",""
"M7746","True",0,200,"12",0,"",""
"M7747","True",0,200,"12",0,"",""
"M7748","True",0,200,"12",0,"",""
"M7749","True",0,200,"12",0,"",""
"M775","True",0,200,"12",0,"",""
"M7750","True",0,200,"12",0,"",""
"M7751","True",0,200,"12",0,"",""
"M7752","True",0,200,"12",0,"",""
"M7753","True",0,200,"12",0,"",""
"M7754","True",0,200,"12",0,"",""
"M7755","True",0,200,"12",0,"",""
"M7756","True",0,200,"12",0,"",""
"M7757","True",0,200,"12",0,"",""
"M7758","True",0,200,"12",0,"",""
"M7759","True",0,200,"12",0,"",""
"M778","True",0,200,"12",0,"",""
"M7780","True",0,200,"12",0,"",""
"M7781","True",0,200,"12",0,"",""
"M7782","True",0,200,"12",0,"",""
"M7783","True",0,200,"12",0,"",""
"M7784","True",0,200,"12",0,"",""
"M7785","True",0,200,"12",0,"",""
"M7786","True",0,200,"12",0,"",""
"M7787","True",0,200,"12",0,"",""
"M7788","True",0,200,"12",0,"",""
"M7789","True",0,200,"12",0,"",""
"M779","True",0,200,"12",0,"",""
"M7790","True",0,200,"12",0,"",""
"M7791","True",0,200,"12",0,"",""
"M7792","True",0,200,"12",0,"",""
"M7793","True",0,200,"12",0,"",""
"M7794","True",0,200,"12",0,"",""
"M7795","True",0,200,"12",0,"",""
"M7796","True",0,200,"12",0,"",""
"M7797","True",0,200,"12",0,"",""
"M7798","True",0,200,"12",0,"",""
"M7799","True",0,200,"12",0,"",""
"M79","True",0,200,"12",0,"",""
"M790","True",0,200,"12",0,"",""
"M7900","True",0,200,"12",0,"",""
"M7901","True",0,200,"12",0,"",""
"M7902","True",0,200,"12",0,"",""
"M7903","True",0,200,"12",0,"",""
"M7904","True",0,200,"12",0,"",""
"M7905","True",0,200,"12",0,"",""
"M7906","True",0,200,"12",0,"",""
"M7907","True",0,200,"12",0,"",""
"M7908","True",0,200,"12",0,"",""
"M7909","True",0,200,"12",0,"",""
"M791","True",0,200,"12",0,"",""
"M7910","True",0,200,"12",0,"",""
"M7911","True",0,200,"12",0,"",""
"M7912","True",0,200,"12",0,"",""
"M7913","True",0,200,"12",0,"",""
"M7914","True",0,200,"12",0,"",""
"M7915","True",0,200,"12",0,"",""
"M7916","True",0,200,"12",0,"",""
"M7917","True",0,200,"12",0,"",""
"M7918","True",0,200,"12",0,"",""
"M7919","True",0,200,"12",0,"",""
"M792","True",0,200,"12",0,"",""
"M7920","True",0,200,"12",0,"",""
"M7921","True",0,200,"12",0,"",""
"M7922","True",0,200,"12",0,"",""
"M7923","True",0,200,"12",0,"",""
"M7924","True",0,200,"12",0,"",""
"M7925","True",0,200,"12",0,"",""
"M7926","True",0,200,"12",0,"",""
"M7927","True",0,200,"12",0,"",""
"M7928","True",0,200,"12",0,"",""
"M7929","True",0,200,"12",0,"",""
"M793","True",0,200,"12",0,"",""
"M7930","True",0,200,"12",0,"",""
"M7931","True",0,200,"12",0,"",""
"M7932","True",0,200,"12",0,"",""
"M7933","True",0,200,"12",0,"",""
"M7934","True",0,200,"12",0,"",""
"M7935","True",0,200,"12",0,"",""
"M7936","True",0,200,"12",0,"",""
"M7937","True",0,200,"12",0,"",""
"M7938","True",0,200,"12",0,"",""
"M7939","True",0,200,"12",0,"",""
"M794","True",0,200,"12",0,"",""
"M7940","True",0,200,"12",0,"",""
"M7941","True",0,200,"12",0,"",""
"M7942","True",0,200,"12",0,"",""
"M7943","True",0,200,"12",0,"",""
"M7944","True",0,200,"12",0,"",""
"M7945","True",0,200,"12",0,"",""
"M7946","True",0,200,"12",0,"",""
"M7947","True",0,200,"12",0,"",""
"M7948","True",0,200,"12",0,"",""
"M7949","True",0,200,"12",0,"",""
"M795","True",0,200,"12",0,"",""
"M7950","True",0,200,"12",0,"",""
"M7951","True",0,200,"12",0,"",""
"M7952","True",0,200,"12",0,"",""
"M7953","True",0,200,"12",0,"",""
"M7954","True",0,200,"12",0,"",""
"M7955","True",0,200,"12",0,"",""
"M7956","True",0,200,"12",0,"",""
"M7957","True",0,200,"12",0,"",""
"M7958","True",0,200,"12",0,"",""
"M7959","True",0,200,"12",0,"",""
"M796","True",0,200,"12",0,"",""
"M7960","True",0,200,"12",0,"",""
"M7961","True",0,200,"12",0,"",""
"M7962","True",0,200,"12",0,"",""
"M7963","True",0,200,"12",0,"",""
"M7964","True",0,200,"12",0,"",""
"M7965","True",0,200,"12",0,"",""
"M7966","True",0,200,"12",0,"",""
"M7967","True",0,200,"12",0,"",""
"M7968","True",0,200,"12",0,"",""
"M7969","True",0,200,"12",0,"",""
"M798","True",0,200,"12",0,"",""
"M7980","True",0,200,"12",0,"",""
"M7981","True",0,200,"12",0,"",""
"M7982","True",0,200,"12",0,"",""
"M7983","True",0,200,"12",0,"",""
"M7984","True",0,200,"12",0,"",""
"M7985","True",0,200,"12",0,"",""
"M7986","True",0,200,"12",0,"",""
"M7987","True",0,200,"12",0,"",""
"M7988","True",0,200,"12",0,"",""
"M7989","True",0,200,"12",0,"",""
"M799","True",0,200,"12",0,"",""
"M7990","True",0,200,"12",0,"",""
"M7991","True",0,200,"12",0,"",""
"M7992","True",0,200,"12",0,"",""
"M7993","True",0,200,"12",0,"",""
"M7994","True",0,200,"12",0,"",""
"M7995","True",0,200,"12",0,"",""
"M7996","True",0,200,"12",0,"",""
"M7997","True",0,200,"12",0,"",""
"M7998","True",0,200,"12",0,"",""
"M7999","True",0,200,"12",0,"",""
"M80","True",0,200,"12",0,"",""
"M800","True",31,200,"2",0,"",""
"M8000","True",31,200,"2",0,"",""
