"CODE","ACCPDX","STRAGE","ENDAGE","SEX","PDX_LEVEL","BK1","BK2"
"V3639","False",0,200,"12",0,"",""
"V364","False",0,200,"12",0,"",""
"V3640","False",0,200,"12",0,"",""
"V3641","False",0,200,"12",0,"",""
"V3642","False",0,200,"12",0,"",""
"V3643","False",0,200,"12",0,"",""
"V3644","False",0,200,"12",0,"",""
"V3648","False",0,200,"12",0,"",""
"V3649","False",0,200,"12",0,"",""
"V365","False",0,200,"12",0,"",""
"V3650","False",0,200,"12",0,"",""
"V3651","False",0,200,"12",0,"",""
"V3652","False",0,200,"12",0,"",""
"V3653","False",0,200,"12",0,"",""
"V3654","False",0,200,"12",0,"",""
"V3658","False",0,200,"12",0,"",""
"V3659","False",0,200,"12",0,"",""
"V366","False",0,200,"12",0,"",""
"V3660","False",0,200,"12",0,"",""
"V3661","False",0,200,"12",0,"",""
"V3662","False",0,200,"12",0,"",""
"V3663","False",0,200,"12",0,"",""
"V3664","False",0,200,"12",0,"",""
"V3668","False",0,200,"12",0,"",""
"V3669","False",0,200,"12",0,"",""
"V367","False",0,200,"12",0,"",""
"V3670","False",0,200,"12",0,"",""
"V3671","False",0,200,"12",0,"",""
"V3672","False",0,200,"12",0,"",""
"V3673","False",0,200,"12",0,"",""
"V3674","False",0,200,"12",0,"",""
"V3678","False",0,200,"12",0,"",""
"V3679","False",0,200,"12",0,"",""
"V369","False",0,200,"12",0,"",""
"V3690","False",0,200,"12",0,"",""
"V3691","False",0,200,"12",0,"",""
"V3692","False",0,200,"12",0,"",""
"V3693","False",0,200,"12",0,"",""
"V3694","False",0,200,"12",0,"",""
"V3698","False",0,200,"12",0,"",""
"V3699","False",0,200,"12",0,"",""
"V37","False",0,200,"12",0,"",""
"V370","False",0,200,"12",0,"",""
"V3700","False",0,200,"12",0,"",""
"V3701","False",0,200,"12",0,"",""
"V3702","False",0,200,"12",0,"",""
"V3703","False",0,200,"12",0,"",""
"V3704","False",0,200,"12",0,"",""
"V3708","False",0,200,"12",0,"",""
"V3709","False",0,200,"12",0,"",""
"V371","False",0,200,"12",0,"",""
"V3710","False",0,200,"12",0,"",""
"V3711","False",0,200,"12",0,"",""
"V3712","False",0,200,"12",0,"",""
"V3713","False",0,200,"12",0,"",""
"V3714","False",0,200,"12",0,"",""
"V3718","False",0,200,"12",0,"",""
"V3719","False",0,200,"12",0,"",""
"V372","False",0,200,"12",0,"",""
"V3720","False",0,200,"12",0,"",""
"V3721","False",0,200,"12",0,"",""
"V3722","False",0,200,"12",0,"",""
"V3723","False",0,200,"12",0,"",""
"V3724","False",0,200,"12",0,"",""
"V3728","False",0,200,"12",0,"",""
"V3729","False",0,200,"12",0,"",""
"V373","False",0,200,"12",0,"",""
"V3730","False",0,200,"12",0,"",""
"V3731","False",0,200,"12",0,"",""
"V3732","False",0,200,"12",0,"",""
"V3733","False",0,200,"12",0,"",""
"V3734","False",0,200,"12",0,"",""
"V3738","False",0,200,"12",0,"",""
"V3739","False",0,200,"12",0,"",""
"V374","False",0,200,"12",0,"",""
"V3740","False",0,200,"12",0,"",""
"V3741","False",0,200,"12",0,"",""
"V3742","False",0,200,"12",0,"",""
"V3743","False",0,200,"12",0,"",""
"V3744","False",0,200,"12",0,"",""
"V3748","False",0,200,"12",0,"",""
"V3749","False",0,200,"12",0,"",""
"V375","False",0,200,"12",0,"",""
"V3750","False",0,200,"12",0,"",""
"V3751","False",0,200,"12",0,"",""
"V3752","False",0,200,"12",0,"",""
"V3753","False",0,200,"12",0,"",""
"V3754","False",0,200,"12",0,"",""
"V3758","False",0,200,"12",0,"",""
"V3759","False",0,200,"12",0,"",""
"V376","False",0,200,"12",0,"",""
"V3760","False",0,200,"12",0,"",""
"V3761","False",0,200,"12",0,"",""
"V3762","False",0,200,"12",0,"",""
"V3763","False",0,200,"12",0,"",""
"V3764","False",0,200,"12",0,"",""
"V3768","False",0,200,"12",0,"",""
"V3769","False",0,200,"12",0,"",""
"V377","False",0,200,"12",0,"",""
"V3770","False",0,200,"12",0,"",""
"V3771","False",0,200,"12",0,"",""
"V3772","False",0,200,"12",0,"",""
"V3773","False",0,200,"12",0,"",""
"V3774","False",0,200,"12",0,"",""
"V3778","False",0,200,"12",0,"",""
"V3779","False",0,200,"12",0,"",""
"V379","False",0,200,"12",0,"",""
"V3790","False",0,200,"12",0,"",""
"V3791","False",0,200,"12",0,"",""
"V3792","False",0,200,"12",0,"",""
"V3793","False",0,200,"12",0,"",""
"V3794","False",0,200,"12",0,"",""
"V3798","False",0,200,"12",0,"",""
"V3799","False",0,200,"12",0,"",""
"V38","False",0,200,"12",0,"",""
"V380","False",0,200,"12",0,"",""
"V3800","False",0,200,"12",0,"",""
"V3801","False",0,200,"12",0,"",""
"V3802","False",0,200,"12",0,"",""
"V3803","False",0,200,"12",0,"",""
"V3804","False",0,200,"12",0,"",""
"V3808","False",0,200,"12",0,"",""
"V3809","False",0,200,"12",0,"",""
"V381","False",0,200,"12",0,"",""
"V3810","False",0,200,"12",0,"",""
"V3811","False",0,200,"12",0,"",""
"V3812","False",0,200,"12",0,"",""
"V3813","False",0,200,"12",0,"",""
"V3814","False",0,200,"12",0,"",""
"V3818","False",0,200,"12",0,"",""
"V3819","False",0,200,"12",0,"",""
"V382","False",0,200,"12",0,"",""
"V3820","False",0,200,"12",0,"",""
"V3821","False",0,200,"12",0,"",""
"V3822","False",0,200,"12",0,"",""
"V3823","False",0,200,"12",0,"",""
"V3824","False",0,200,"12",0,"",""
"V3828","False",0,200,"12",0,"",""
"V3829","False",0,200,"12",0,"",""
"V383","False",0,200,"12",0,"",""
"V3830","False",0,200,"12",0,"",""
"V3831","False",0,200,"12",0,"",""
"V3832","False",0,200,"12",0,"",""
"V3833","False",0,200,"12",0,"",""
"V3834","False",0,200,"12",0,"",""
"V3838","False",0,200,"12",0,"",""
"V3839","False",0,200,"12",0,"",""
"V384","False",0,200,"12",0,"",""
"V3840","False",0,200,"12",0,"",""
"V3841","False",0,200,"12",0,"",""
"V3842","False",0,200,"12",0,"",""
"V3843","False",0,200,"12",0,"",""
"V3844","False",0,200,"12",0,"",""
"V3848","False",0,200,"12",0,"",""
"V3849","False",0,200,"12",0,"",""
"V385","False",0,200,"12",0,"",""
"V3850","False",0,200,"12",0,"",""
"V3851","False",0,200,"12",0,"",""
"V3852","False",0,200,"12",0,"",""
"V3853","False",0,200,"12",0,"",""
"V3854","False",0,200,"12",0,"",""
"V3858","False",0,200,"12",0,"",""
"V3859","False",0,200,"12",0,"",""
"V386","False",0,200,"12",0,"",""
"V3860","False",0,200,"12",0,"",""
"V3861","False",0,200,"12",0,"",""
"V3862","False",0,200,"12",0,"",""
"V3863","False",0,200,"12",0,"",""
"V3864","False",0,200,"12",0,"",""
"V3868","False",0,200,"12",0,"",""
"V3869","False",0,200,"12",0,"",""
"V387","False",0,200,"12",0,"",""
"V3870","False",0,200,"12",0,"",""
"V3871","False",0,200,"12",0,"",""
"V3872","False",0,200,"12",0,"",""
"V3873","False",0,200,"12",0,"",""
"V3874","False",0,200,"12",0,"",""
"V3878","False",0,200,"12",0,"",""
"V3879","False",0,200,"12",0,"",""
"V389","False",0,200,"12",0,"",""
"V3890","False",0,200,"12",0,"",""
"V3891","False",0,200,"12",0,"",""
"V3892","False",0,200,"12",0,"",""
"V3893","False",0,200,"12",0,"",""
"V3894","False",0,200,"12",0,"",""
"V3898","False",0,200,"12",0,"",""
"V3899","False",0,200,"12",0,"",""
"V39","False",0,200,"12",0,"",""
"V390","False",0,200,"12",0,"",""
"V3900","False",0,200,"12",0,"",""
"V3901","False",0,200,"12",0,"",""
"V3902","False",0,200,"12",0,"",""
"V3903","False",0,200,"12",0,"",""
"V3904","False",0,200,"12",0,"",""
"V3908","False",0,200,"12",0,"",""
"V3909","False",0,200,"12",0,"",""
"V391","False",0,200,"12",0,"",""
"V3910","False",0,200,"12",0,"",""
"V3911","False",0,200,"12",0,"",""
"V3912","False",0,200,"12",0,"",""
"V3913","False",0,200,"12",0,"",""
"V3914","False",0,200,"12",0,"",""
"V3918","False",0,200,"12",0,"",""
"V3919","False",0,200,"12",0,"",""
"V392","False",0,200,"12",0,"",""
"V3920","False",0,200,"12",0,"",""
"V3921","False",0,200,"12",0,"",""
"V3922","False",0,200,"12",0,"",""
"V3923","False",0,200,"12",0,"",""
"V3924","False",0,200,"12",0,"",""
"V3928","False",0,200,"12",0,"",""
"V3929","False",0,200,"12",0,"",""
"V393","False",0,200,"12",0,"",""
"V3930","False",0,200,"12",0,"",""
"V3931","False",0,200,"12",0,"",""
"V3932","False",0,200,"12",0,"",""
"V3933","False",0,200,"12",0,"",""
"V3934","False",0,200,"12",0,"",""
"V3938","False",0,200,"12",0,"",""
"V3939","False",0,200,"12",0,"",""
"V394","False",0,200,"12",0,"",""
"V3940","False",0,200,"12",0,"",""
"V3941","False",0,200,"12",0,"",""
"V3942","False",0,200,"12",0,"",""
"V3943","False",0,200,"12",0,"",""
"V3944","False",0,200,"12",0,"",""
"V3948","False",0,200,"12",0,"",""
"V3949","False",0,200,"12",0,"",""
"V395","False",0,200,"12",0,"",""
"V3950","False",0,200,"12",0,"",""
"V3951","False",0,200,"12",0,"",""
"V3952","False",0,200,"12",0,"",""
"V3953","False",0,200,"12",0,"",""
"V3954","False",0,200,"12",0,"",""
"V3958","False",0,200,"12",0,"",""
"V3959","False",0,200,"12",0,"",""
"V396","False",0,200,"12",0,"",""
"V3960","False",0,200,"12",0,"",""
"V3961","False",0,200,"12",0,"",""
"V3962","False",0,200,"12",0,"",""
"V3963","False",0,200,"12",0,"",""
"V3964","False",0,200,"12",0,"",""
"V3968","False",0,200,"12",0,"",""
"V3969","False",0,200,"12",0,"",""
"V398","False",0,200,"12",0,"",""
"V3980","False",0,200,"12",0,"",""
"V3981","False",0,200,"12",0,"",""
"V3982","False",0,200,"12",0,"",""
"V3983","False",0,200,"12",0,"",""
"V3984","False",0,200,"12",0,"",""
"V3988","False",0,200,"12",0,"",""
"V3989","False",0,200,"12",0,"",""
"V399","False",0,200,"12",0,"",""
"V3990","False",0,200,"12",0,"",""
"V3991","False",0,200,"12",0,"",""
"V3992","False",0,200,"12",0,"",""
"V3993","False",0,200,"12",0,"",""
"V3994","False",0,200,"12",0,"",""
"V3998","False",0,200,"12",0,"",""
"V3999","False",0,200,"12",0,"",""
"V40","False",0,200,"12",0,"",""
"V400","False",0,200,"12",0,"",""
"V4000","False",0,200,"12",0,"",""
"V4001","False",0,200,"12",0,"",""
"V4002","False",0,200,"12",0,"",""
"V4003","False",0,200,"12",0,"",""
"V4004","False",0,200,"12",0,"",""
"V4008","False",0,200,"12",0,"",""
"V4009","False",0,200,"12",0,"",""
"V401","False",0,200,"12",0,"",""
"V4010","False",0,200,"12",0,"",""
"V4011","False",0,200,"12",0,"",""
"V4012","False",0,200,"12",0,"",""
"V4013","False",0,200,"12",0,"",""
"V4014","False",0,200,"12",0,"",""
"V4018","False",0,200,"12",0,"",""
"V4019","False",0,200,"12",0,"",""
"V402","False",0,200,"12",0,"",""
"V4020","False",0,200,"12",0,"",""
"V4021","False",0,200,"12",0,"",""
"V4022","False",0,200,"12",0,"",""
"V4023","False",0,200,"12",0,"",""
"V4024","False",0,200,"12",0,"",""
"V4028","False",0,200,"12",0,"",""
"V4029","False",0,200,"12",0,"",""
"V403","False",0,200,"12",0,"",""
"V4030","False",0,200,"12",0,"",""
"V4031","False",0,200,"12",0,"",""
"V4032","False",0,200,"12",0,"",""
"V4033","False",0,200,"12",0,"",""
"V4034","False",0,200,"12",0,"",""
"V4038","False",0,200,"12",0,"",""
"V4039","False",0,200,"12",0,"",""
"V404","False",0,200,"12",0,"",""
"V4040","False",0,200,"12",0,"",""
"V4041","False",0,200,"12",0,"",""
"V4042","False",0,200,"12",0,"",""
"V4043","False",0,200,"12",0,"",""
"V4044","False",0,200,"12",0,"",""
"V4048","False",0,200,"12",0,"",""
"V4049","False",0,200,"12",0,"",""
"V405","False",0,200,"12",0,"",""
"V4050","False",0,200,"12",0,"",""
"V4051","False",0,200,"12",0,"",""
"V4052","False",0,200,"12",0,"",""
"V4053","False",0,200,"12",0,"",""
"V4054","False",0,200,"12",0,"",""
"V4058","False",0,200,"12",0,"",""
"V4059","False",0,200,"12",0,"",""
"V406","False",0,200,"12",0,"",""
"V4060","False",0,200,"12",0,"",""
"V4061","False",0,200,"12",0,"",""
"V4062","False",0,200,"12",0,"",""
"V4063","False",0,200,"12",0,"",""
"V4064","False",0,200,"12",0,"",""
"V4068","False",0,200,"12",0,"",""
"V4069","False",0,200,"12",0,"",""
"V407","False",0,200,"12",0,"",""
"V4070","False",0,200,"12",0,"",""
"V4071","False",0,200,"12",0,"",""
"V4072","False",0,200,"12",0,"",""
"V4073","False",0,200,"12",0,"",""
"V4074","False",0,200,"12",0,"",""
"V4078","False",0,200,"12",0,"",""
"V4079","False",0,200,"12",0,"",""
"V409","False",0,200,"12",0,"",""
"V4090","False",0,200,"12",0,"",""
"V4091","False",0,200,"12",0,"",""
"V4092","False",0,200,"12",0,"",""
"V4093","False",0,200,"12",0,"",""
"V4094","False",0,200,"12",0,"",""
"V4098","False",0,200,"12",0,"",""
"V4099","False",0,200,"12",0,"",""
"V41","False",0,200,"12",0,"",""
"V410","False",0,200,"12",0,"",""
"V4100","False",0,200,"12",0,"",""
"V4101","False",0,200,"12",0,"",""
"V4102","False",0,200,"12",0,"",""
"V4103","False",0,200,"12",0,"",""
"V4104","False",0,200,"12",0,"",""
"V4108","False",0,200,"12",0,"",""
"V4109","False",0,200,"12",0,"",""
"V411","False",0,200,"12",0,"",""
"V4110","False",0,200,"12",0,"",""
"V4111","False",0,200,"12",0,"",""
"V4112","False",0,200,"12",0,"",""
"V4113","False",0,200,"12",0,"",""
"V4114","False",0,200,"12",0,"",""
"V4118","False",0,200,"12",0,"",""
"V4119","False",0,200,"12",0,"",""
"V412","False",0,200,"12",0,"",""
"V4120","False",0,200,"12",0,"",""
"V4121","False",0,200,"12",0,"",""
"V4122","False",0,200,"12",0,"",""
"V4123","False",0,200,"12",0,"",""
"V4124","False",0,200,"12",0,"",""
"V4128","False",0,200,"12",0,"",""
"V4129","False",0,200,"12",0,"",""
"V413","False",0,200,"12",0,"",""
"V4130","False",0,200,"12",0,"",""
"V4131","False",0,200,"12",0,"",""
"V4132","False",0,200,"12",0,"",""
"V4133","False",0,200,"12",0,"",""
"V4134","False",0,200,"12",0,"",""
"V4138","False",0,200,"12",0,"",""
"V4139","False",0,200,"12",0,"",""
"V414","False",0,200,"12",0,"",""
"V4140","False",0,200,"12",0,"",""
"V4141","False",0,200,"12",0,"",""
"V4142","False",0,200,"12",0,"",""
"V4143","False",0,200,"12",0,"",""
"V4144","False",0,200,"12",0,"",""
"V4148","False",0,200,"12",0,"",""
"V4149","False",0,200,"12",0,"",""
"V415","False",0,200,"12",0,"",""
"V4150","False",0,200,"12",0,"",""
"V4151","False",0,200,"12",0,"",""
"V4152","False",0,200,"12",0,"",""
"V4153","False",0,200,"12",0,"",""
"V4154","False",0,200,"12",0,"",""
"V4158","False",0,200,"12",0,"",""
"V4159","False",0,200,"12",0,"",""
"V416","False",0,200,"12",0,"",""
"V4160","False",0,200,"12",0,"",""
"V4161","False",0,200,"12",0,"",""
"V4162","False",0,200,"12",0,"",""
"V4163","False",0,200,"12",0,"",""
"V4164","False",0,200,"12",0,"",""
"V4168","False",0,200,"12",0,"",""
"V4169","False",0,200,"12",0,"",""
"V417","False",0,200,"12",0,"",""
"V4170","False",0,200,"12",0,"",""
"V4171","False",0,200,"12",0,"",""
"V4172","False",0,200,"12",0,"",""
"V4173","False",0,200,"12",0,"",""
"V4174","False",0,200,"12",0,"",""
"V4178","False",0,200,"12",0,"",""
"V4179","False",0,200,"12",0,"",""
"V419","False",0,200,"12",0,"",""
"V4190","False",0,200,"12",0,"",""
"V4191","False",0,200,"12",0,"",""
"V4192","False",0,200,"12",0,"",""
"V4193","False",0,200,"12",0,"",""
"V4194","False",0,200,"12",0,"",""
"V4198","False",0,200,"12",0,"",""
"V4199","False",0,200,"12",0,"",""
"V42","False",0,200,"12",0,"",""
"V420","False",0,200,"12",0,"",""
"V4200","False",0,200,"12",0,"",""
"V4201","False",0,200,"12",0,"",""
"V4202","False",0,200,"12",0,"",""
"V4203","False",0,200,"12",0,"",""
"V4204","False",0,200,"12",0,"",""
"V4208","False",0,200,"12",0,"",""
"V4209","False",0,200,"12",0,"",""
"V421","False",0,200,"12",0,"",""
"V4210","False",0,200,"12",0,"",""
"V4211","False",0,200,"12",0,"",""
"V4212","False",0,200,"12",0,"",""
"V4213","False",0,200,"12",0,"",""
"V4214","False",0,200,"12",0,"",""
"V4218","False",0,200,"12",0,"",""
"V4219","False",0,200,"12",0,"",""
"V422","False",0,200,"12",0,"",""
"V4220","False",0,200,"12",0,"",""
"V4221","False",0,200,"12",0,"",""
"V4222","False",0,200,"12",0,"",""
"V4223","False",0,200,"12",0,"",""
"V4224","False",0,200,"12",0,"",""
"V4228","False",0,200,"12",0,"",""
"V4229","False",0,200,"12",0,"",""
"V423","False",0,200,"12",0,"",""
"V4230","False",0,200,"12",0,"",""
"V4231","False",0,200,"12",0,"",""
"V4232","False",0,200,"12",0,"",""
"V4233","False",0,200,"12",0,"",""
"V4234","False",0,200,"12",0,"",""
"V4238","False",0,200,"12",0,"",""
"V4239","False",0,200,"12",0,"",""
"V424","False",0,200,"12",0,"",""
"V4240","False",0,200,"12",0,"",""
"V4241","False",0,200,"12",0,"",""
"V4242","False",0,200,"12",0,"",""
"V4243","False",0,200,"12",0,"",""
"V4244","False",0,200,"12",0,"",""
"V4248","False",0,200,"12",0,"",""
"V4249","False",0,200,"12",0,"",""
"V425","False",0,200,"12",0,"",""
"V4250","False",0,200,"12",0,"",""
"V4251","False",0,200,"12",0,"",""
"V4252","False",0,200,"12",0,"",""
"V4253","False",0,200,"12",0,"",""
"V4254","False",0,200,"12",0,"",""
"V4258","False",0,200,"12",0,"",""
"V4259","False",0,200,"12",0,"",""
"V426","False",0,200,"12",0,"",""
"V4260","False",0,200,"12",0,"",""
"V4261","False",0,200,"12",0,"",""
"V4262","False",0,200,"12",0,"",""
"V4263","False",0,200,"12",0,"",""
"V4264","False",0,200,"12",0,"",""
"V4268","False",0,200,"12",0,"",""
"V4269","False",0,200,"12",0,"",""
"V427","False",0,200,"12",0,"",""
"V4270","False",0,200,"12",0,"",""
"V4271","False",0,200,"12",0,"",""
"V4272","False",0,200,"12",0,"",""
"V4273","False",0,200,"12",0,"",""
"V4274","False",0,200,"12",0,"",""
"V4278","False",0,200,"12",0,"",""
"V4279","False",0,200,"12",0,"",""
"V429","False",0,200,"12",0,"",""
"V4290","False",0,200,"12",0,"",""
"V4291","False",0,200,"12",0,"",""
"V4292","False",0,200,"12",0,"",""
"V4293","False",0,200,"12",0,"",""
"V4294","False",0,200,"12",0,"",""
"V4298","False",0,200,"12",0,"",""
"V4299","False",0,200,"12",0,"",""
"V43","False",0,200,"12",0,"",""
"V430","False",0,200,"12",0,"",""
"V4300","False",0,200,"12",0,"",""
"V4301","False",0,200,"12",0,"",""
"V4302","False",0,200,"12",0,"",""
"V4303","False",0,200,"12",0,"",""
"V4304","False",0,200,"12",0,"",""
"V4308","False",0,200,"12",0,"",""
"V4309","False",0,200,"12",0,"",""
"V431","False",0,200,"12",0,"",""
"V4310","False",0,200,"12",0,"",""
"V4311","False",0,200,"12",0,"",""
"V4312","False",0,200,"12",0,"",""
"V4313","False",0,200,"12",0,"",""
"V4314","False",0,200,"12",0,"",""
"V4318","False",0,200,"12",0,"",""
"V4319","False",0,200,"12",0,"",""
"V432","False",0,200,"12",0,"",""
"V4320","False",0,200,"12",0,"",""
"V4321","False",0,200,"12",0,"",""
"V4322","False",0,200,"12",0,"",""
"V4323","False",0,200,"12",0,"",""
"V4324","False",0,200,"12",0,"",""
"V4328","False",0,200,"12",0,"",""
"V4329","False",0,200,"12",0,"",""
"V433","False",0,200,"12",0,"",""
"V4330","False",0,200,"12",0,"",""
"V4331","False",0,200,"12",0,"",""
"V4332","False",0,200,"12",0,"",""
"V4333","False",0,200,"12",0,"",""
"V4334","False",0,200,"12",0,"",""
"V4338","False",0,200,"12",0,"",""
"V4339","False",0,200,"12",0,"",""
"V434","False",0,200,"12",0,"",""
"V4340","False",0,200,"12",0,"",""
"V4341","False",0,200,"12",0,"",""
"V4342","False",0,200,"12",0,"",""
"V4343","False",0,200,"12",0,"",""
"V4344","False",0,200,"12",0,"",""
"V4348","False",0,200,"12",0,"",""
"V4349","False",0,200,"12",0,"",""
"V435","False",0,200,"12",0,"",""
"V4350","False",0,200,"12",0,"",""
"V4351","False",0,200,"12",0,"",""
"V4352","False",0,200,"12",0,"",""
"V4353","False",0,200,"12",0,"",""
"V4354","False",0,200,"12",0,"",""
"V4358","False",0,200,"12",0,"",""
"V4359","False",0,200,"12",0,"",""
"V436","False",0,200,"12",0,"",""
"V4360","False",0,200,"12",0,"",""
"V4361","False",0,200,"12",0,"",""
"V4362","False",0,200,"12",0,"",""
"V4363","False",0,200,"12",0,"",""
"V4364","False",0,200,"12",0,"",""
"V4368","False",0,200,"12",0,"",""
"V4369","False",0,200,"12",0,"",""
"V437","False",0,200,"12",0,"",""
"V4370","False",0,200,"12",0,"",""
"V4371","False",0,200,"12",0,"",""
"V4372","False",0,200,"12",0,"",""
"V4373","False",0,200,"12",0,"",""
"V4374","False",0,200,"12",0,"",""
"V4378","False",0,200,"12",0,"",""
"V4379","False",0,200,"12",0,"",""
"V439","False",0,200,"12",0,"",""
"V4390","False",0,200,"12",0,"",""
"V4391","False",0,200,"12",0,"",""
"V4392","False",0,200,"12",0,"",""
"V4393","False",0,200,"12",0,"",""
"V4394","False",0,200,"12",0,"",""
"V4398","False",0,200,"12",0,"",""
"V4399","False",0,200,"12",0,"",""
"V44","False",0,200,"12",0,"",""
"V440","False",0,200,"12",0,"",""
"V4400","False",0,200,"12",0,"",""
"V4401","False",0,200,"12",0,"",""
"V4402","False",0,200,"12",0,"",""
"V4403","False",0,200,"12",0,"",""
"V4404","False",0,200,"12",0,"",""
"V4408","False",0,200,"12",0,"",""
"V4409","False",0,200,"12",0,"",""
"V441","False",0,200,"12",0,"",""
"V4410","False",0,200,"12",0,"",""
"V4411","False",0,200,"12",0,"",""
"V4412","False",0,200,"12",0,"",""
"V4413","False",0,200,"12",0,"",""
"V4414","False",0,200,"12",0,"",""
"V4418","False",0,200,"12",0,"",""
"V4419","False",0,200,"12",0,"",""
"V442","False",0,200,"12",0,"",""
"V4420","False",0,200,"12",0,"",""
"V4421","False",0,200,"12",0,"",""
"V4422","False",0,200,"12",0,"",""
"V4423","False",0,200,"12",0,"",""
"V4424","False",0,200,"12",0,"",""
"V4428","False",0,200,"12",0,"",""
"V4429","False",0,200,"12",0,"",""
"V443","False",0,200,"12",0,"",""
"V4430","False",0,200,"12",0,"",""
"V4431","False",0,200,"12",0,"",""
"V4432","False",0,200,"12",0,"",""
"V4433","False",0,200,"12",0,"",""
"V4434","False",0,200,"12",0,"",""
"V4438","False",0,200,"12",0,"",""
"V4439","False",0,200,"12",0,"",""
"V444","False",0,200,"12",0,"",""
"V4440","False",0,200,"12",0,"",""
"V4441","False",0,200,"12",0,"",""
"V4442","False",0,200,"12",0,"",""
"V4443","False",0,200,"12",0,"",""
"V4444","False",0,200,"12",0,"",""
"V4448","False",0,200,"12",0,"",""
"V4449","False",0,200,"12",0,"",""
"V445","False",0,200,"12",0,"",""
"V4450","False",0,200,"12",0,"",""
"V4451","False",0,200,"12",0,"",""
"V4452","False",0,200,"12",0,"",""
"V4453","False",0,200,"12",0,"",""
"V4454","False",0,200,"12",0,"",""
"V4458","False",0,200,"12",0,"",""
"V4459","False",0,200,"12",0,"",""
"V446","False",0,200,"12",0,"",""
"V4460","False",0,200,"12",0,"",""
"V4461","False",0,200,"12",0,"",""
"V4462","False",0,200,"12",0,"",""
"V4463","False",0,200,"12",0,"",""
"V4464","False",0,200,"12",0,"",""
"V4468","False",0,200,"12",0,"",""
"V4469","False",0,200,"12",0,"",""
"V447","False",0,200,"12",0,"",""
"V4470","False",0,200,"12",0,"",""
"V4471","False",0,200,"12",0,"",""
"V4472","False",0,200,"12",0,"",""
"V4473","False",0,200,"12",0,"",""
"V4474","False",0,200,"12",0,"",""
"V4478","False",0,200,"12",0,"",""
"V4479","False",0,200,"12",0,"",""
"V449","False",0,200,"12",0,"",""
"V4490","False",0,200,"12",0,"",""
"V4491","False",0,200,"12",0,"",""
"V4492","False",0,200,"12",0,"",""
"V4493","False",0,200,"12",0,"",""
"V4494","False",0,200,"12",0,"",""
"V4498","False",0,200,"12",0,"",""
"V4499","False",0,200,"12",0,"",""
"V45","False",0,200,"12",0,"",""
"V450","False",0,200,"12",0,"",""
"V4500","False",0,200,"12",0,"",""
"V4501","False",0,200,"12",0,"",""
"V4502","False",0,200,"12",0,"",""
"V4503","False",0,200,"12",0,"",""
"V4504","False",0,200,"12",0,"",""
"V4508","False",0,200,"12",0,"",""
"V4509","False",0,200,"12",0,"",""
"V451","False",0,200,"12",0,"",""
"V4510","False",0,200,"12",0,"",""
"V4511","False",0,200,"12",0,"",""
"V4512","False",0,200,"12",0,"",""
"V4513","False",0,200,"12",0,"",""
"V4514","False",0,200,"12",0,"",""
"V4518","False",0,200,"12",0,"",""
"V4519","False",0,200,"12",0,"",""
"V452","False",0,200,"12",0,"",""
"V4520","False",0,200,"12",0,"",""
"V4521","False",0,200,"12",0,"",""
"V4522","False",0,200,"12",0,"",""
"V4523","False",0,200,"12",0,"",""
"V4524","False",0,200,"12",0,"",""
"V4528","False",0,200,"12",0,"",""
"V4529","False",0,200,"12",0,"",""
"V453","False",0,200,"12",0,"",""
"V4530","False",0,200,"12",0,"",""
"V4531","False",0,200,"12",0,"",""
"V4532","False",0,200,"12",0,"",""
"V4533","False",0,200,"12",0,"",""
"V4534","False",0,200,"12",0,"",""
"V4538","False",0,200,"12",0,"",""
"V4539","False",0,200,"12",0,"",""
"V454","False",0,200,"12",0,"",""
"V4540","False",0,200,"12",0,"",""
"V4541","False",0,200,"12",0,"",""
"V4542","False",0,200,"12",0,"",""
"V4543","False",0,200,"12",0,"",""
"V4544","False",0,200,"12",0,"",""
"V4548","False",0,200,"12",0,"",""
"V4549","False",0,200,"12",0,"",""
"V455","False",0,200,"12",0,"",""
"V4550","False",0,200,"12",0,"",""
"V4551","False",0,200,"12",0,"",""
"V4552","False",0,200,"12",0,"",""
"V4553","False",0,200,"12",0,"",""
"V4554","False",0,200,"12",0,"",""
"V4558","False",0,200,"12",0,"",""
"V4559","False",0,200,"12",0,"",""
"V456","False",0,200,"12",0,"",""
"V4560","False",0,200,"12",0,"",""
"V4561","False",0,200,"12",0,"",""
"V4562","False",0,200,"12",0,"",""
"V4563","False",0,200,"12",0,"",""
"V4564","False",0,200,"12",0,"",""
"V4568","False",0,200,"12",0,"",""
"V4569","False",0,200,"12",0,"",""
"V457","False",0,200,"12",0,"",""
"V4570","False",0,200,"12",0,"",""
"V4571","False",0,200,"12",0,"",""
"V4572","False",0,200,"12",0,"",""
"V4573","False",0,200,"12",0,"",""
"V4574","False",0,200,"12",0,"",""
"V4578","False",0,200,"12",0,"",""
"V4579","False",0,200,"12",0,"",""
"V459","False",0,200,"12",0,"",""
"V4590","False",0,200,"12",0,"",""
"V4591","False",0,200,"12",0,"",""
"V4592","False",0,200,"12",0,"",""
"V4593","False",0,200,"12",0,"",""
"V4594","False",0,200,"12",0,"",""
"V4598","False",0,200,"12",0,"",""
"V4599","False",0,200,"12",0,"",""
"V46","False",0,200,"12",0,"",""
"V460","False",0,200,"12",0,"",""
"V4600","False",0,200,"12",0,"",""
"V4601","False",0,200,"12",0,"",""
